14637197	4739839089	for	for	if
14637197	4739839090	verbal	verbal	jj
14637197	4739839091	combat	combat	nn1
14637197	4739839092	.		.
14637197	4739839093	He	he	pphs1
14637197	4739839094	bragged	brag	vvd
14637197	4739839095	in	in	ii
14637197	4739839096	the	the	at
14637197	4739839097	early	early	jj
14637197	4739839098	weeks	week	nnt2
14637197	4739839099	of	of	io
14637197	4739839100	his	his	appge
14637197	4739839101	campaign	campaign	nn1
14637197	4739839102	last	last	md
14637197	4739839103	year	year	nnt1
14637197	4739839104	,		,
14637197	4739839105	"		"
14637197	4739839106	When	when	rrq_cs
14637197	4739839107	people	people	nn
14637197	4739839108	treat	treat	vv0
14637197	4739839109	me	me	ppio1
14637197	4739839110	unfairly	unfairly	rr
14637197	4739839111	,		,
14637197	4739839112	I	i	ppis1
14637197	4739839113	do	do	vd0
14637197	4739839114	n't	n't	xx
14637197	4739839115	let	let	vvi
14637197	4739839116	them	them	ppho2
14637197	4739839117	forget	forget	vvi
14637197	4739839118	it	it	pph1
14637197	4739839119	.		.
14637197	4739839120	"		"
14637197	4739839121	<h>		null
14637197	4739839122	Subscription	subscription	nn1
14637197	4739839123	Required	require	vvn_jj
14637197	4739839124	<p>		null
14637197	4739839125	An	a	at1
14637197	4739839126	online	online	jj
14637197	4739839127	service	service	nn1
14637197	4739839128	is	be	vbz
14637197	4739839129	needed	need	vvn
14637197	4739839130	to	to	to
14637197	4739839131	view	view	vvi
14637197	4739839132	this	this	dd1
14637197	4739839133	article	article	nn1
14637197	4739839134	in	in	ii
14637197	4739839135	its	its	appge
14637197	4739839136	entirety	entirety	nn1
14637197	4739839137	.		.
14637197	4739839138	You	you	ppy
14637197	4739839139	need	need	vv0
14637197	4739839140	an	a	at1
14637197	4739839141	online	online	jj
14637197	4739839142	service	service	nn1
14637197	4739839143	to	to	to
14637197	4739839144	view	view	vvi
14637197	4739839145	this	this	dd1
14637197	4739839146	article	article	nn1
14637197	4739839147	in	in	ii
14637197	4739839148	its	its	appge
14637197	4739839149	entirety	entirety	nn1
14637197	4739839150	.		.
14637197	4739839151	<p>		null
14637197	4739839152	Thank	thank	vv0
14637197	4739839153	you	you	ppy
14637197	4739839154	for	for	if
14637197	4739839155	reading	read	vvg_nn1
14637197	4739839156	15	15	mc
14637197	4739839157	free	free	jj
14637197	4739839158	articles	article	nn2
14637197	4739839159	on	on	ii
14637197	4739839160	our	our	appge
14637197	4739839161	site	site	nn1
14637197	4739839162	.		.
14637197	4739839163	You	you	ppy
14637197	4739839164	can	can	vm
14637197	4739839165	come	come	vvi
14637197	4739839166	back	back	rp
14637197	4739839167	at	at	ii
14637197	4739839168	the	the	at
14637197	4739839169	end	end	nn1
14637197	4739839170	of	of	io
14637197	4739839171	your	your	appge
14637197	4739839172	30-day	30-day	jj
14637197	4739839173	period	period	nn1
14637197	4739839174	for	for	if
14637197	4739839175	another	another	dd1
14637197	4739839176	15	15	mc
14637197	4739839177	free	free	jj
14637197	4739839178	articles	article	nn2
14637197	4739839179	,		,
14637197	4739839180	or	or	cc
14637197	4739839181	you	you	ppy
14637197	4739839182	can	can	vm
14637197	4739839183	purchase	purchase	vvi
14637197	4739839184	a	a	at1
14637197	4739839185	subscription	subscription	nn1
14637197	4739839186	and	and	cc
14637197	4739839187	continue	continue	vvi
14637197	4739839188	to	to	to
14637197	4739839189	enjoy	enjoy	vvi
14637197	4739839190	valuable	valuable	jj
14637197	4739839191	local	local	jj
14637197	4739839192	news	news	nn1
14637197	4739839193	and	and	cc
14637197	4739839194	information	information	nn1
14637197	4739839195	.		.
14637197	4739839196	If	if	cs
14637197	4739839197	you	you	ppy
14637197	4739839198	need	need	vv0
14637197	4739839199	help	help	nn1_vv0
14637197	4739839200	,		,
14637197	4739839201	please	please	rr
14637197	4739839202	contact	contact	vv0
14637197	4739839203	our	our	appge
14637197	4739839204	office	office	nn1
14637197	4739839205	at	at	ii
14637197	4739839206	276-669-2181		mcmc
14637197	4739839207	.		.
14637197	4739839208	You	you	ppy
14637197	4739839209	need	need	vv0
14637197	4739839210	an	a	at1
14637197	4739839211	online	online	jj
14637197	4739839212	service	service	nn1
14637197	4739839213	to	to	to
14637197	4739839214	@		ii
14637197	4739839215	@		ii
14637197	4739839216	@		ii
14637197	4739839217	@		ii
14637197	4739839218	@		ii
14637197	4739839219	@		ii
14637197	4739839220	@		ii
14637200	4738386782	@@14637200		fo
14637200	4738386783	<h>		null
14637200	4738386784	Here	here	rl
14637200	4738386785	's	be	vbz
14637200	4738386786	all	all	db
14637200	4738386787	the	the	at
14637200	4738386788	crazy	crazy	jj
14637200	4738386789	stuff	stuff	nn1
14637200	4738386790	that	that	cst
14637200	4738386791	happened	happen	vvd
14637200	4738386792	at	at	ii
14637200	4738386793	the	the	at
14637200	4738386794	end	end	nn1
14637200	4738386795	of	of	io
14637200	4738386796	BYU	byu	np1
14637200	4738386797	's	's	ge
14637200	4738386798	55-53	55-53	mcmc
14637200	4738386799	win	win	nn1
14637200	4738386800	over	over	ii
14637200	4738386801	Toledo	toledo	np1
14637200	4738386802	<h>		null
14637200	4738386803	Mack	mack	np1
14637200	4738386804	Brown	brown	np1
14637200	4738386805	left	leave	vvd
14637200	4738386806	the	the	at
14637200	4738386807	broadcast	broadcast	nn1
14637200	4738386808	,		,
14637200	4738386809	a	a	at1
14637200	4738386810	wacky	wacky	jj
14637200	4738386811	two-point	two-point	jj
14637200	4738386812	conversion	conversion	nn1
14637200	4738386813	was	be	vbdz
14637200	4738386814	scored	score	vvn
14637200	4738386815	and	and	cc
14637200	4738386816	more	more	rrr_dar
14637200	4738386817	<p>		null
14637200	4738386818	BYU	byu	np1
14637200	4738386819	beat	beat	vvd
14637200	4738386820	Toledo	toledo	np1
14637200	4738386821	55-53	55-53	mcmc
14637200	4738386822	in	in	ii
14637200	4738386823	the	the	at
14637200	4738386824	wee	wee	jj_nn1
14637200	4738386825	hours	hour	nnt2
14637200	4738386826	of	of	io
14637200	4738386827	Saturday	saturday	npd1
14637200	4738386828	morning	morning	nnt1
14637200	4738386829	.		.
14637200	4738386830	And	and	cc
14637200	4738386831	yes	yes	uh
14637200	4738386832	,		,
14637200	4738386833	the	the	at
14637200	4738386834	game	game	nn1
14637200	4738386835	was	be	vbdz
14637200	4738386836	every	every	at1
14637200	4738386837	bit	bit	nn1
14637200	4738386838	as	as	rg
14637200	4738386839	insane	insane	jj
14637200	4738386840	as	as	csa
14637200	4738386841	the	the	at
14637200	4738386842	score	score	nn1
14637200	4738386843	indicates	indicate	vvz
14637200	4738386844	.		.
14637200	4738386845	With	with	iw
14637200	4738386846	eight	eight	mc
14637200	4738386847	lead	lead	nn1_vv0
14637200	4738386848	changes	change	vvz@_nn2
14637200	4738386849	--		jj_nn1
14637200	4738386850	all	all	db_rr@
14637200	4738386851	in	in	ii
14637200	4738386852	the	the	at
14637200	4738386853	second	second	md
14637200	4738386854	half	half	nn1
14637200	4738386855	--		nn1
14637200	4738386856	this	this	dd1
14637200	4738386857	was	be	vbdz
14637200	4738386858	an	a	at1
14637200	4738386859	ending	ending	nn1
14637200	4738386860	worthy	worthy	nn1@
14637200	4738386861	of	of	io
14637200	4738386862	honorary	honorary	jj
14637200	4738386863	#Pac12AfterDark		nnu
14637200	4738386864	status	status	nn1
14637200	4738386865	even	even	cs21
14637200	4738386866	if	if	cs22
14637200	4738386867	neither	neither	dd1
14637200	4738386868	team	team	nn1
14637200	4738386869	plays	play	vvz_nn2
14637200	4738386870	in	in	ii
14637200	4738386871	the	the	at
14637200	4738386872	Pac-12		mc
14637200	4738386873	.		.
14637200	4738386874	<p>		null
14637200	4738386875	The	the	at
14637200	4738386876	last	last	md
14637200	4738386877	15	15	mc
14637200	4738386878	minutes	minute	nnt2
14637200	4738386879	of	of	io
14637200	4738386880	the	the	at
14637200	4738386881	game	game	nn1
14637200	4738386882	were	were	vbdr
14637200	4738386883	especially	especially	rr
14637200	4738386884	fascinating	fascinating	jj
14637200	4738386885	.		.
14637200	4738386886	Here	here	rl
14637200	4738386887	's	be	vbz
14637200	4738386888	all	all	db
14637200	4738386889	that	that	cst_dd1
14637200	4738386890	went	go	vvd
14637200	4738386891	down	down	rp
14637200	4738386892	,		,
14637200	4738386893	in	in	ii
14637200	4738386894	order	order	nn1
14637200	4738386895	...	...	...
14637200	4738386896	<p>		null
14637200	4738386897	1	1	mc1
14637200	4738386898	.		.
14637200	4738386899	Mack	mack	np1
14637200	4738386900	Brown	brown	np1
14637200	4738386901	left	leave	vvd
14637200	4738386902	the	the	at
14637200	4738386903	broadcast	broadcast	nn1_jj@
14637200	4738386904	mid-game	mid-game	nn1
14637200	4738386905	:		:
14637200	4738386906	Yes	yes	uh
14637200	4738386907	,		,
14637200	4738386908	this	this	dd1_rg%
14637200	4738386909	really	really	rr
14637200	4738386910	happened	happen	vvd_vvn@
14637200	4738386911	.		.
14637200	4738386912	In	in	ii
14637200	4738386913	the	the	at
14637200	4738386914	fourth	fourth	md
14637200	4738386915	quarter	quarter	nn1
14637200	4738386916	,		,
14637200	4738386917	color	color	nn1_vv0@
14637200	4738386918	commentator	commentator	nn1
14637200	4738386919	Mack	mack	np1
14637200	4738386920	Brown	brown	np1
14637200	4738386921	left	leave	vvd
14637200	4738386922	the	the	at
14637200	4738386923	broadcast	broadcast	nn1_jj@
14637200	4738386924	booth	booth	nn1
14637200	4738386925	to	to	to
14637200	4738386926	catch	catch	vvi
14637200	4738386927	a	a	at1
14637200	4738386928	flight	flight	nn1
14637200	4738386929	back	back	rp_nn1
14637200	4738386930	to	to	ii
14637200	4738386931	Bristol	bristol	np1
14637200	4738386932	,		,
14637200	4738386933	Connecticut	connecticut	np1
14637200	4738386934	,		,
14637200	4738386935	to	to	to
14637200	4738386936	do	do	vdi
14637200	4738386937	studio	studio	nn1
14637200	4738386938	work	work	nn1_vv0
14637200	4738386939	for	for	if
14637200	4738386940	ESPN	espn	nn1_np1
14637200	4738386941	.		.
14637200	4738386942	That	that	dd1
14637200	4738386943	left	leave	vvd_jj
14637200	4738386944	Adam	adam	np1
14637200	4738386945	Amin	amin	np1
14637200	4738386946	,		,
14637200	4738386947	the	the	at
14637200	4738386948	play-by-play	play-by-play	jj_nn1
14637200	4738386949	man	man	nn1
14637200	4738386950	,		,
14637200	4738386951	to	to	to
14637200	4738386952	basically	basically	rr
14637200	4738386953	call	call	vvi
14637200	4738386954	the	the	at
14637200	4738386955	game	game	nn1
14637200	4738386956	by	by	ii
14637200	4738386957	himself	himself	ppx1
14637200	4738386958	only	only	rr
14637200	4738386959	with	with	iw
14637200	4738386960	occasional	occasional	jj
14637200	4738386961	help	help	nn1
14637200	4738386962	from	from	ii
14637200	4738386963	the	the	at
14637200	4738386964	sideline	sideline	nn1
14637200	4738386965	.		.
14637200	4738386966	When	when	cs_rrq
14637200	4738386967	you	you	ppy
14637200	4738386968	consider	consider	vv0
14637200	4738386969	what	what	ddq
14637200	4738386970	transpired	transpire	vvd
14637200	4738386971	@		ii
14637200	4738386972	@		ii
14637200	4738386973	@		ii
14637200	4738386974	@		ii
14637200	4738386975	@		ii
14637200	4738386976	@		ii
14637200	4738386977	@		ii
14637200	4738386978	@		ii
14637200	4738386979	@		ii
14637200	4738386980	@		ii
14637200	4738386981	fort	fort	nn1
14637200	4738386982	.		.
14637200	4738386983	That	that	dd1
14637200	4738386984	's	be	vbz
14637200	4738386985	no	no	at
14637200	4738386986	easy	easy	jj
14637200	4738386987	task	task	nn1
14637200	4738386988	,		,
14637200	4738386989	and	and	cc
14637200	4738386990	he	he	pphs1
14637200	4738386991	handled	handle	vvd
14637200	4738386992	it	it	pph1
14637200	4738386993	like	like	ii
14637200	4738386994	a	a	at1
14637200	4738386995	pro	pro	nn1_jj
14637200	4738386996	.		.
14637200	4738386997	<p>		null
14637200	4738386998	2	2	mc
14637200	4738386999	.		.
14637200	4738387000	Missed	missed	jj@_vvn
14637200	4738387001	penalty	penalty	nn1
14637200	4738387002	on	on	ii
14637200	4738387003	fourth	fourth	md
14637200	4738387004	down	down	rp_nn1%
14637200	4738387005	:		:
14637200	4738387006	Trailing	trail	vvg_jj
14637200	4738387007	52-45	52-45	mcmc
14637200	4738387008	,		,
14637200	4738387009	Toledo	toledo	np1
14637200	4738387010	quarterback	quarterback	nn1
14637200	4738387011	Logan	logan	np1
14637200	4738387012	Woodside	woodside	np1
14637200	4738387013	hit	hit	vvd
14637200	4738387014	receiver	receiver	nn1
14637200	4738387015	Jon'Vea		np1
14637200	4738387016	Johnson	johnson	np1
14637200	4738387017	with	with	iw
14637200	4738387018	a	a	at1
14637200	4738387019	nice	nice	jj
14637200	4738387020	touch	touch	nn1
14637200	4738387021	pass	pass	nn1_vv0
14637200	4738387022	for	for	if
14637200	4738387023	an	a	at1
14637200	4738387024	18-yard	18-yard	jj_nn1
14637200	4738387025	gain	gain	nn1
14637200	4738387026	on	on	ii
14637200	4738387027	fourth-and-4	fourth-and-4	mc
14637200	4738387028	.		.
14637200	4738387029	A	a	at1
14637200	4738387030	failure	failure	nn1
14637200	4738387031	likely	likely	rr@_jj
14637200	4738387032	would	would	vm
14637200	4738387033	have	have	vhi
14637200	4738387034	ended	end	vvn
14637200	4738387035	the	the	at
14637200	4738387036	game	game	nn1
14637200	4738387037	.		.
14637200	4738387038	Instead	instead	rr
14637200	4738387039	,		,
14637200	4738387040	it	it	pph1
14637200	4738387041	led	lead	vvd
14637200	4738387042	to	to	ii
14637200	4738387043	a	a	at1
14637200	4738387044	go-ahead	go-ahead	jj_nn1
14637200	4738387045	scoring	scoring	nn1_jj@
14637200	4738387046	drive	drive	nn1
14637200	4738387047	.		.
14637200	4738387048	There	there	ex
14637200	4738387049	's	be	vbz
14637200	4738387050	one	one	mc1
14637200	4738387051	caveat	caveat	nn1
14637200	4738387052	,		,
14637200	4738387053	though	though	rr@
14637200	4738387054	.		.
14637200	4738387055	Replay	replay	vv0
14637200	4738387056	later	later	rrr
14637200	4738387057	showed	show	vvd
14637200	4738387058	that	that	cst
14637200	4738387059	Johnson	johnson	np1
14637200	4738387060	stepped	step	vvd
14637200	4738387061	out	out	ii21
14637200	4738387062	of	of	ii22
14637200	4738387063	bounds	bound	nn2
14637200	4738387064	before	before	ii
14637200	4738387065	making	make	vvg
14637200	4738387066	the	the	at
14637200	4738387067	grab	grab	nn1
14637200	4738387068	,		,
14637200	4738387069	meaning	mean	vvg_nn1
14637200	4738387070	he	he	pphs1
14637200	4738387071	should	should	vm
14637200	4738387072	have	have	vhi
14637200	4738387073	been	be	vbn
14637200	4738387074	flagged	flag	vvn@
14637200	4738387075	for	for	if
14637200	4738387076	illegal	illegal	jj
14637200	4738387077	touching	touching	jj
14637200	4738387078	.		.
14637200	4738387079	<p>		null
14637200	4738387080	3	3	mc
14637200	4738387081	.		.
14637200	4738387082	A	a	at1_zz1
14637200	4738387083	two-point	two-point	jj
14637200	4738387084	try	try	nn1@
14637200	4738387085	was	be	vbdz
14637200	4738387086	converted	convert	vvn
14637200	4738387087	after	after	ii
14637200	4738387088	being	be	vbg
14637200	4738387089	fumbled	fumble	vvn
14637200	4738387090	:		:
14637200	4738387091	After	after	cs_ii
14637200	4738387092	a	a	at1
14637200	4738387093	Kareem	kareem	np1_nn1
14637200	4738387094	Hunt	hunt	np1_nn1@
14637200	4738387095	touchdown	touchdown	nn1
14637200	4738387096	gave	give	vvd
14637200	4738387097	Toledo	toledo	np1
14637200	4738387098	the	the	at
14637200	4738387099	opportunity	opportunity	nn1
14637200	4738387100	to	to	to
14637200	4738387101	tie	tie	vvi
14637200	4738387102	the	the	at
14637200	4738387103	game	game	nn1
14637200	4738387104	at	at	ii
14637200	4738387105	52	52	mc
14637200	4738387106	with	with	iw
14637200	4738387107	an	a	at1
14637200	4738387108	extra	extra	jj
14637200	4738387109	point	point	nn1
14637200	4738387110	,		,
14637200	4738387111	Toledo	toledo	np1
14637200	4738387112	instead	instead	rr
14637200	4738387113	opted	opt	vvn_vvd
14637200	4738387114	to	to	to
14637200	4738387115	go	go	vvi
14637200	4738387116	for	for	if
14637200	4738387117	two	two	mc
14637200	4738387118	.		.
14637200	4738387119	Woodside	woodside	nn1_np1@
14637200	4738387120	was	be	vbdz
14637200	4738387121	not	not	xx
14637200	4738387122	prepared	prepare	vvn
14637200	4738387123	for	for	if
14637200	4738387124	the	the	at
14637200	4738387125	ensuing	ensuing	jj
14637200	4738387126	snap	snap	jj@_nn1%_vv0
14637200	4738387127	,		,
14637200	4738387128	but	but	ccb
14637200	4738387129	he	he	pphs1
14637200	4738387130	still	still	rr
14637200	4738387131	somehow	somehow	rr
14637200	4738387132	managed	manage	vvn_vvd
14637200	4738387133	to	to	ii
14637200	4738387134	corral	corral	nn1_jj
14637200	4738387135	the	the	at
14637200	4738387136	fumbled	fumbled	jj%
14637200	4738387137	ball	ball	nn1
14637200	4738387138	and	and	cc
14637200	4738387139	complete	complete	vv0
14637200	4738387140	a	a	at1
14637200	4738387141	pass	pass	nn1
14637200	4738387142	to	to	ii
14637200	4738387143	Michael	michael	np1
14637200	4738387144	Roberts	roberts	np1
14637200	4738387145	for	for	if
14637200	4738387146	the	the	at
14637200	4738387147	conversion	conversion	nn1
14637200	4738387148	.		.
14637200	4738387149	<p>		null
14637200	4738387150	4	4	mc
14637200	4738387151	.		.
14637200	4738387152	Incorrect	incorrect	jj
14637200	4738387153	personal	personal	jj
14637200	4738387154	foul	foul	jj_nn1
14637200	4738387155	penalty	penalty	nn1
14637200	4738387156	called	call	vvn_vvd@
14637200	4738387157	:		:
14637200	4738387158	Facing	face	vvg
14637200	4738387159	a	a	at1
14637200	4738387160	first	first	md
14637200	4738387161	down	down	rp
14637200	4738387162	on	on	ii
14637200	4738387163	the	the	at
14637200	4738387164	Toledo	toledo	np1
14637200	4738387165	40	40	mc
14637200	4738387166	during	during	ii
14637200	4738387167	its	its	appge
14637200	4738387168	ensuing	ensuing	jj
14637200	4738387169	drive	drive	nn1
14637200	4738387170	,		,
14637200	4738387171	BYU	byu	np1
14637200	4738387172	@		ii
14637200	4738387173	@		ii
14637200	4738387174	@		ii
14637200	4738387175	@		ii
14637200	4738387176	@		ii
14637200	4738387177	@		ii
14637200	4738387178	@		ii
14637200	4738387179	@		ii
14637200	4738387180	@		ii
14637200	4738387181	@		ii
14637200	4738387182	grabbed	grab	vvd_vvn
14637200	4738387183	running	run	vvg_jj
14637200	4738387184	back	back	rp_nn1
14637200	4738387185	Jamaal	jamaal	np1_jj
14637200	4738387186	Williams	williams	np1
14637200	4738387187	.		.
14637200	4738387188	However	however	rr
14637200	4738387189	,		,
14637200	4738387190	replay	replay	vv0
14637200	4738387191	clearly	clearly	rr
14637200	4738387192	showed	show	vvd
14637200	4738387193	that	that	cst
14637200	4738387194	the	the	at
14637200	4738387195	Rockets	rocket	nn2
14637200	4738387196	player	player	nn1
14637200	4738387197	clearly	clearly	rr
14637200	4738387198	grabbed	grab	vvd_vvn
14637200	4738387199	Williams	williams	np1
14637200	4738387200	'	'	ge
14637200	4738387201	shoulder	shoulder	nn1
14637200	4738387202	pad	pad	nn1_vv0
14637200	4738387203	--		nn1_jj
14637200	4738387204	not	not	xx
14637200	4738387205	his	his	appge
14637200	4738387206	face	face	nn1
14637200	4738387207	mask	mask	nn1
14637200	4738387208	.		.
14637200	4738387209	The	the	at
14637200	4738387210	ball	ball	nn1
14637200	4738387211	was	be	vbdz
14637200	4738387212	placed	place	vvn
14637200	4738387213	at	at	ii
14637200	4738387214	the	the	at
14637200	4738387215	Toledo	toledo	np1
14637200	4738387216	17-yard	17-yard	jj_nn1
14637200	4738387217	line	line	nn1
14637200	4738387218	.		.
14637200	4738387219	<p>		null
14637200	4738387220	Ben	ben	np1
14637200	4738387221	Kercheval	kercheval	np1
14637200	4738387222	joined	join	vvd
14637200	4738387223	CBS	cbs	np1
14637200	4738387224	Sports	sport	nn2
14637200	4738387225	2016	2016	mc
14637200	4738387226	and	and	cc
14637200	4738387227	has	have	vhz
14637200	4738387228	been	be	vbn
14637200	4738387229	covering	cover	vvg
14637200	4738387230	college	college	nn1
14637200	4738387231	football	football	nn1
14637200	4738387232	since	since	ii
14637200	4738387233	2010	2010	mc
14637200	4738387234	.		.
14637200	4738387235	Before	before	cs_ii
14637200	4738387236	CBS	cbs	np1
14637200	4738387237	,		,
14637200	4738387238	Ben	ben	np1
14637200	4738387239	worked	work	vvd
14637200	4738387240	at	at	ii
14637200	4738387241	Bleacher	bleacher	np1
14637200	4738387242	Report	report	nn1
14637200	4738387243	,		,
14637200	4738387244	UPROXX		vv0_np1_nn1
14637200	4738387245	Sports	sport	nn2
14637200	4738387246	and	and	cc
14637200	4738387247	NBC	nbc	np1
14637200	4738387248	Sports	sport	nn2
14637200	4738387249	.		.
14637200	4738387250	As	as	ii_csa
14637200	4738387251	a	a	at1
14637200	4738387252	long-suffering	long-suffering	jj
14637200	4738387253	North	north	nd1
14637200	4738387254	Texas	texas	np1
14637200	4738387255	graduate	graduate	nn1_vv0
14637200	4738387256	,		,
14637200	4738387257	...	...	...
14637200	4738387258	Full	full	jj
14637200	4738387259	Bio	bio	np1_nn1@
14637201	4738597087	@@14637201		fo
14637201	4738597088	<h>		null
14637201	4738597089	Another	another	dd1
14637201	4738597090	hotel	hotel	nn1
14637201	4738597091	wants	want	vvz
14637201	4738597092	to	to	to
14637201	4738597093	build	build	vvi
14637201	4738597094	in	in	ii
14637201	4738597095	the	the	at
14637201	4738597096	heart	heart	nn1
14637201	4738597097	of	of	io
14637201	4738597098	Hollywood	hollywood	np1
14637201	4738597099	<h>		null
14637201	4738597100	11	11	mc
14637201	4738597101	stories	story	nn2
14637201	4738597102	off	off	ii
14637201	4738597103	Sunset	sunset	nn1
14637201	4738597104	and	and	cc
14637201	4738597105	Cahuenga	cahuenga	np1
14637201	4738597106	<p>		null
14637201	4738597107	Here	here	rl
14637201	4738597108	's	be	vbz
14637201	4738597109	another	another	dd1
14637201	4738597110	project	project	nn1
14637201	4738597111	to	to	to
14637201	4738597112	add	add	vvi
14637201	4738597113	to	to	ii
14637201	4738597114	Hollywood	hollywood	np1
14637201	4738597115	's	's	ge
14637201	4738597116	construction	construction	nn1
14637201	4738597117	pipeline	pipeline	nn1
14637201	4738597118	:		:
14637201	4738597119	An	a	at1
14637201	4738597120	11-story	11-story	jj_nn1
14637201	4738597121	hotel	hotel	nn1
14637201	4738597122	building	building	nn1_vvg@
14637201	4738597123	with	with	iw
14637201	4738597124	168	168	mc
14637201	4738597125	guest	guest	nn1
14637201	4738597126	rooms	room	nn2
14637201	4738597127	off	off	ii
14637201	4738597128	Selma	selma	np1
14637201	4738597129	Avenue	avenue	nnl1
14637201	4738597130	and	and	cc
14637201	4738597131	Cahuenga	cahuenga	np1
14637201	4738597132	Boulevard	boulevard	np1
14637201	4738597133	.		.
14637201	4738597134	<p>		null
14637201	4738597135	The	the	at
14637201	4738597136	new	new	jj
14637201	4738597137	building	building	nn1
14637201	4738597138	would	would	vm
14637201	4738597139	sprout	sprout	vvi
14637201	4738597140	up	up	rp
14637201	4738597141	from	from	ii
14637201	4738597142	a	a	at1
14637201	4738597143	parking	parking	nn1
14637201	4738597144	lot	lot	nn1
14637201	4738597145	at	at	ii
14637201	4738597146	1600	1600	mc
14637201	4738597147	North	north	nd1
14637201	4738597148	Schrader	schrader	nn1_np1
14637201	4738597149	.		.
14637201	4738597150	It	it	pph1
14637201	4738597151	would	would	vm
14637201	4738597152	come	come	vvi
14637201	4738597153	with	with	iw
14637201	4738597154	three	three	mc
14637201	4738597155	levels	level	nn2
14637201	4738597156	of	of	io
14637201	4738597157	underground	underground	jj
14637201	4738597158	parking	parking	nn1
14637201	4738597159	and	and	cc
14637201	4738597160	a	a	at1
14637201	4738597161	ground-floor	ground-floor	jj_nn1
14637201	4738597162	restaurant	restaurant	nn1
14637201	4738597163	measuring	measure	vvg
14637201	4738597164	just	just	rr
14637201	4738597165	over	over	rg
14637201	4738597166	4,000	4,000	mc
14637201	4738597167	square	square	jj
14637201	4738597168	feet	foot	nn2
14637201	4738597169	(		(
14637201	4738597170	with	with	iw
14637201	4738597171	seating	seat	vvg_nn1
14637201	4738597172	for	for	if
14637201	4738597173	334	334	mc
14637201	4738597174	diners	diner	nn2
14637201	4738597175	)		)
14637201	4738597176	,		,
14637201	4738597177	according	according	ii21
14637201	4738597178	to	to	ii22
14637201	4738597179	plans	plan	nn2
14637201	4738597180	filed	file	vvn_vvd
14637201	4738597181	for	for	if
14637201	4738597182	the	the	at
14637201	4738597183	project	project	nn1
14637201	4738597184	Thursday	thursday	npd1
14637201	4738597185	.		.
14637201	4738597186	<p>		null
14637201	4738597187	The	the	at
14637201	4738597188	developer	developer	nn1
14637201	4738597189	was	be	vbdz
14637201	4738597190	not	not	xx
14637201	4738597191	identified	identify	vvn
14637201	4738597192	in	in	ii
14637201	4738597193	the	the	at
14637201	4738597194	plans	plan	nn2
14637201	4738597195	available	available	jj
14637201	4738597196	through	through	ii_jj%_rp@
14637201	4738597197	.		.
14637201	4738597198	<p>		null
14637201	4738597199	There	there	ex
14637201	4738597200	are	be	vbr
14637201	4738597201	at	at	rr21
14637201	4738597202	least	least	rr22
14637201	4738597203	16	16	mc
14637201	4738597204	other	other	jj
14637201	4738597205	hotels	hotel	nn2
14637201	4738597206	seeking	seek	vvg
14637201	4738597207	approval	approval	nn1
14637201	4738597208	from	from	ii
14637201	4738597209	the	the	at
14637201	4738597210	city	city	nn1
14637201	4738597211	or	or	cc
14637201	4738597212	already	already	rr
